id,MusealeInvNr,DatumAufnahme,DatierungInschrift,OrtGemeinde,OrtOrtschaft,OrtWeiler,GenauerStandort,fruehereStandorte,Inschriftengattung,Inschriftentraeger,Schriftfeld_Hoehe_mm,Schriftfeld_Breite_mm,Majuskel_mm,Minuskel_mm,Mittellaenge_mm,Oberlaenge_mm,FarbenInschriftentraeger,FarbenSchrift,Erhaltungszustand,Transkription,Kennname,TitelGradBeruf,ausfuehrenderKuenstler,ReschKopialSignatur,ReschKopialText,AndereKopialSignatur,AndereKopialText,Notizen,Bemerkungen,Quellen,created,altered,status,bearbeiter,TranskriptionSuchtext,zustand,Schriftanbringung,Schlagworte,Restaurierungsphasen,AllgemeineBeschreibung,Schriftbeschreibung,Schriftklassifikation
11,,0000-00-00,,,,,,,,,0,0,0,0,0,0,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-08-31 10:31:05,0000-00-00 00:00:00,-1,,,0,,,,,,
12,,0000-00-00,,,,,,,,,0,0,0,0,0,0,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-08-31 11:14:22,0000-00-00 00:00:00,-1,,,0,,,,,,
13,,0000-00-00,,,,,,,,,0,0,0,0,0,0,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-08-31 11:14:41,0000-00-00 00:00:00,-1,,,0,,,,,,
14,,2011-07-07,1446,Brixen,Dombezirk,Pfarrkirche St. Michael,"Langhaus-Südwand, außen",,Gedächtnisinschrift,Weihwasserbecken,100-320,250-375,,,540,580-620,Marmor,gut,,<p>[A]nno d(omi)ni mccc[c.]<sup>1</sup>/xlvj &middot; obij<sup>2</sup>t &middot; d(omi)n(u)[s] / Joh<sup>3</sup>(ann)e<sup>4</sup>s &middot; th[ann...]<sup>5</sup> / S<sup>6</sup>ace<sup>7</sup>[rdos]</p>,Johannes Th[ann],sacerdos,,"Mon., Suppl., S. 3, Nr. 4","Anno Domini MCCCC.XLvi. obiit Dominus Johannes Thann = = = Sacerdos.
",,,"!!!biographisch, Biographie recherchieren!!!","Das Becken scheint im 18. Jahrhundert (vgl. Resch, Mon., Suppl., S. 3 Nr. 4) noch in unversehrtem Zustand an derselben Stelle angebracht gewesen zu sein, und wurde in der Folge in die heutige Form gebracht, wobei mehrere Buchstaben verloren gingen. Es ist aber auch denkbar, dass Resch aufgrund Recherchen beispielsweise im Diözesanarchiv auf den Namen des Verstorbenen und den Tod im 15. Jahrhundert rückschließen konnte.",,2011-09-01 12:35:19,2017-03-28 14:19:38,1,,[A]nno d(omi)ni mccc[c.]1/xlvj · obij2t · d(omi)n(u)[s] / Joh3(ann)e4s · th[ann...]5 / S6ace7[rdos],2,eingetieft,Weihwasserstein; Weihwasserschale; Engel; Kelch,,"Gedächtnisinschrift ohne Wappen für den sacerdos Johannes Th[ann...]. Schriftfeld an der Ostflanke des würfelförmigen Weihwasserbeckens. Südseitig reliefierte Darstellung eines knienden Engels, der einem kniend betenden Geistlichen einen Kelch überreicht.","1) Resch ergänzt hier ein weiteres C, das heute nicht mehr sichtbar ist.
2) ohne sichtbare Verbindung, j nicht gesichert, Unterlänge nach links umgebogen.
3) Die Schäfte weisen eine Verbindung auf, Unterlänge nach links umgebogen.
4) Zwei unterschiedliche e's. Ersteres offen, beim zweiteren schließt der Mittelbalken zum Bogen hin fast völlig ab.
5) Resch scheint hier noch ein [ann] gelesen zu haben.
6) Im Vergleich zum restlichen Schriftbild ist dieser Buchstabe sehr breit angelegt.",gotische Minuskel
15,,2011-07-07,1457 (?),Brixen,Dombezirk,Pfarrkirche St. Michael,"Südportal, Außenbereich",,Gedenkinschrift; Weiheinschrift (?),Weihwasserbecken,,,,,70-80,,Marmor,befriedigend,,<p>anno d(omi)ni m cccc l [.]v ii</p>,,,,,,"Weingartner, Kunstdenkmäler II, S. 88, Nr. 3",anno dni mcccclviii (1458?),!!! urspr. anderer Standort? Taufbecken?,"Die Jahreszahl ist nicht gesichert, da eine Leerstelle ursprünglich vielleicht Trägerin eines Schriftzeichens war (s. Schriftbeschreibung).",,2011-09-01 15:34:05,2017-03-28 14:19:38,1,,anno d(omi)ni m cccc l [.]v ii,3,erhaben,Weihwasserstein; Weihwasserschale,,"Achteckiges Becken (Durchmesser ca. 575-595 mm) auf später hinzugefügtem (?) Sockel mit rundem Querschnitt aus Brixner Granit auf quadratischer Basis. Gesamthöhe der Basis 410 mm, Gesamthöhe Sockel und Basis 675.0 mm, Höhe Becken 265.0 mm. Das Schriftfeld zieht sich über 5 von insgesamt 12 Außenflächen des zwölfeckigen Beckens, und ist ostseitig angebracht (Süd- bis Nordostausrichtung).","Die Schrift ist zwar noch sicht- und tastbar, aber vermutlich durch Witterungseinflüsse und Gebrauch stark erodiert. Das Zeichen [.] markiert eine zusätzliche Leerstelle, die ursprünglich evtl. ein weiteres Zeichen aufgewiesen hat.",gotische Minuskel
16,,0000-00-00,,,,,,,,,,,,,,,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-09-02 16:21:10,0000-00-00 00:00:00,-1,,,0,,,,,,
17,,2011-07-07,1633 Januar 6,Brixen,Dombezirk,Dom Mariä Himmelfahrt,"Langschiff, Nordwand, außen",,Grabinschrift,Grabplatte,523-525,645-650,38-54,,,,Marmor,genügend,,"<p>C[HRISTOPH]ORVS<sup>a</sup> FVRTEMBACH / A [SCHRE]GENBERG<sup>a</sup> VELDTCHIR =<sup>b</sup> / [CHENSIS. JVR. VTR. LIC.]<sup>a</sup> CANONICVS CHAT = / [HEDRALIS BRIXINE]NSIS<sup>a</sup> ET PR<span style=""text-decoration: underline;"">AE</span>P(OSITUS) / [COLLEGIAT<span style=""text-decoration: underline;"">AE</span> S.]<sup>a</sup> GERTRVDIS AVG / [VST<span style=""text-decoration: underline;"">AE</span> VIN]DEL[ICORVM]<sup>a</sup> OBYT AN(N)O: / [1633.]<sup>a</sup> DIE .<sup>c</sup> 6 . IANVARY / [. <span style=""text-decoration: underline;"">AE</span>T]ATIS<sup>a</sup> SV<span style=""text-decoration: underline;"">AE</span> XLIV .</p>",Christophorus Furtembach a Schregenberg,"iurium utriumque licentiatus; canonicus cathedralis Brixinensis; praepositus collegiatae S. Gertrudis Augustae Vindelicorum; Lizentiat beider Rechte, Kanoniker am Brixner Dom, Propst am Kollegiatsstift St. Gertrud in Augsburg",,"Mon. I, S. 27, Nr. 67","CHRISTOPHORVS FVRTENBACH A SCHREGENBERG, VELDTKIR-/CHENSIS. JVR. VTR. LIC. CANONICVS CATHEDRALIS BRIXI-/NENSIS ET PRÆPOSITVS COLLEGIATÆ S. GERTRVDIS AVGV-/STÆ VINDELICORVM. OBIIT ANNO 1633. DIE 6. JANVARII. / ÆTATIS SVÆ XLIV.",,,!!! Biographie recherchieren !!! Wappenbeschreibung,,,2011-09-02 16:26:37,2017-03-28 14:19:38,1,,C[HRISTOPH]ORVSa FVRTEMBACH / A [SCHRE]GENBERGa VELDTCHIR =b / [CHENSIS. JVR. VTR. LIC.]a CANONICVS CHAT = / [HEDRALIS BRIXINE]NSISa ET PRAEP(OSITUS) / [COLLEGIATAE S.]a GERTRVDIS AVG / [VSTAE VIN]DEL[ICORVM]a OBYT AN(N)O: / [1633.]a DIE .c 6 . IANVARY / [. AET]ATISa SVAE XLIV .,2,eingetieft,,,"Grabplatte, ursprünglich wahrscheinlich im Alten Friedhof am Boden liegend. Resch stellt denselben Standort fest, die Platte weist aber starke Benützungsspuren auf, die nicht von Witterungseinflüssen herrühren (Überdachung!). ","Majuskelschrift mit höheren Anfangsbuchstaben und Zahlzeichen. Zeilen und Buchstaben sind relativ regelmäßig gearbeitet, die Aufteilung der Schrift auf die vorhandenen acht Zeilen wurde professionell umgesetzt. Auch die Buchstabenhöhen sind relativ konstant.
Bei ""OBYT"" und ""IANVARY"" das Doppel-i eindeutig als ""Y"" geschrieben.

a) Ergänzt nach Resch.
b) Die Trennzeichen am Zeilenende sind jeweils Doppelpunkte.
c) Die Trennzeichen zwischen den Wörtern sind auf halber Zeilenhöhe liegende einfache Punkte.",Renaissance-Kapitalis
18,,2011-07-07,06.10.1639,Brixen,Dombezirk,Dom Mariä Mimmelfahrt,"Nordwand, außen","Dom Mariä Himmelfahrt, Langschiff, Bodenplatte nördlich des Chores (vgl. Kupferstich in Resch Mon. I.)",Grabinschrift,Grabplatte,1960-1965,920,36,55,,,Marmor,sehr gut,,"<p>SI<sup>1</sup>STE<sup>2</sup> INSPICE / A<sup>3</sup>DM(INISTRANTE) R<sup>4</sup>(EVEREN)DO NOB(ILI) &amp; CLAR(ISSI)MO / V.I.D(OMINO) GEOR // GIO WALTH / ER . HVI(VS) CATHED(RA)LIS CAN(ONI)CO CVSTODI / NECNON ILL(USTRISSI)MORVM ET REV(ERENDORUM) D(OMINORUM) D(OMINORUM) EP(ISCO)PORVM TRID(ENTI)NI / ET BRIXIN(EN)SIS S(ACRI) R(OMANI) I(MPERII) P(RINCI)PVM AD FERDIN(ANDUM) II / ET III ROM(ANORVM) IMP(ERATORES) IN GRAV(ISSI)MA IMMVNIT(A)TIS IMPE / R(I)V(M)Q(VE) REGALIVM CAVSA LEGATO; / Q(UI) ILLASSV(M) SVDORE(M), STVDIV(M), SEIPSVM / EC(C)L(ES)I<span style=""text-decoration: underline;"">AE</span>, P(AT)RONIS, SVCCESSOR(I)B(VS) / INVIOLAB(I)LI FIDE ET CO(N)STANTIA MIRAQ(UE) / PRVDENTIA EXHIBVIT; / . OMNIUM . / DESIDERIO REDVCI VIX FACTO. M[<span style=""text-decoration: underline;"">AE</span>] / RORE PIE FATIS SOLVTO, PRID(IE) NO [(NAS)] / OCTOB(R)IS AN(N)O SALVTIS MDCXXXIX / <span style=""text-decoration: underline;"">AE</span>TAT(IS) VERO XLIV. / VTRIVSQ(UE) CONSIST(O)RY SVI CONSIL(IA)RIO INT(I)M(O) / MEM(ORI)A, GL(ORI)<span style=""text-decoration: underline;"">AE</span> VIRT(V)T[I], <span style=""text-decoration: underline;"">AE</span>MVLAT(I)O(NI) / GRATVS PONI FECIT ILL(USTRISSI)M(US) ET REV(ERENDISSIM[US]) / D(OMINUS) D(OMINUS) GVILIELMVS EP(ISCO)PVS ET / PRINCEPS BRIXINENSIS / ANNO EOD(EM)</p>",Georgius Walther; Georg Walter;,Cathedralis canonico custodi; Domkanoniker,,"Mon. I, S. 17, Nr. 86","SISTE INSPICE. / ADM. REVERENDO NOBILI ET / CLAR.mo / V. J. D. GEORGIO WALTHER. / HVJVS CATHEDRALIS / CANONICO CVSTODI. / NEC NON ILL.morum ET REV.morum DD. / EPISCOPORVM TRIDENTINI / ET BRIXINENSIS / S.R.I. PRINCIPVM / AD FERDINANDVM II. & III. / ROMANORVM IMPERATORES / IN   GRAVISSIMA   IMMVNITATIS / IMPERYQVE / REGALIVM CAVSA / LEGATO: / QVI ILLASSVM SVDOREM, / STVDIVM, SEIPSVM, / ECCLESIÆ PATRONIS, / SVCCESSORIBVS / INVIOLABILI FIDE ET / CONSTANTIA / MIRAQVE PRVDENTIA EXHIBVIT. / OMNIVM DESIDERIO / REDVCI VIX FACTO, / MÆRORE PIE FATIS SOLVTO, / PRIDIE NONAS OCTOBRIS / ANNO SALVTIS M. DC. XXXIX. / ÆTATIS VERO XLIV. / VTRIVSQVE CONSISTORII SVI / CONSILIARIO INTIMO. / MEMORIÆ, GLORIÆ, VIRTVTI, / ÆMVLATIONI, / GRATVS PONI FECIT / ILLUST.mus ET REV.mus DD. / GVILIELMVS / EPISCOPVS ET PRINCEPS / BRIXINENSIS. / ANNO EODEM.",,,"!!! Textkohärenz kontrollieren, Ergänzungen",,"Zum Wappen:

Conrad Fischnaler, Tirolisch-Vorarlberg'scher Wappenschlüssel Zweiter Teil, fünfte Folge (Ausgewählte Schriften 6), Innsbruck [1941?], 98: ""V. weiß u. rot, 1 u. 4: auf grünem Dreiberg drei grüne Lärchen, 2 u. 3: weißer Löwe gkr. Hz. L. w. v., wchsd. Christof Walther sen. u. jun., Sebastian, Kaspar und Tobias, Gbr. u. Vettern. Adelsst. mit Präd. ""von Herbstenburg"" wegen kriegerischer Verdienste der Vorfahren gegen die Türken u. als lf. Beamte von K. Ferdinand III. 1648 Nov. 28., Wien.",2011-09-06 18:36:14,2017-03-28 14:19:38,1,,"SI1STE2 INSPICE / A3DM(INISTRANTE) R4(EVEREN)DO NOB(ILI) & CLAR(ISSI)MO / V.I.D(OMINO) GEOR // GIO WALTH / ER . HVI(VS) CATHED(RA)LIS CAN(ONI)CO CVSTODI / NECNON ILL(USTRISSI)MORVM ET REV(ERENDORUM) D(OMINORUM) D(OMINORUM) EP(ISCO)PORVM TRID(ENTI)NI / ET BRIXIN(EN)SIS S(ACRI) R(OMANI) I(MPERII) P(RINCI)PVM AD FERDIN(ANDUM) II / ET III ROM(ANORVM) IMP(ERATORES) IN GRAV(ISSI)MA IMMVNIT(A)TIS IMPE / R(I)V(M)Q(VE) REGALIVM CAVSA LEGATO; / Q(UI) ILLASSV(M) SVDORE(M), STVDIV(M), SEIPSVM / EC(C)L(ES)IAE, P(AT)RONIS, SVCCESSOR(I)B(VS) / INVIOLAB(I)LI FIDE ET CO(N)STANTIA MIRAQ(UE) / PRVDENTIA EXHIBVIT; / . OMNIUM . / DESIDERIO REDVCI VIX FACTO. M[AE] / RORE PIE FATIS SOLVTO, PRID(IE) NO [(NAS)] / OCTOB(R)IS AN(N)O SALVTIS MDCXXXIX / AETAT(IS) VERO XLIV. / VTRIVSQ(UE) CONSIST(O)RY SVI CONSIL(IA)RIO INT(I)M(O) / MEM(ORI)A, GL(ORI)AE VIRT(V)T[I], AEMVLAT(I)O(NI) / GRATVS PONI FECIT ILL(USTRISSI)M(US) ET REV(ERENDISSIM[US]) / D(OMINUS) D(OMINUS) GVILIELMVS EP(ISCO)PVS ET / PRINCEPS BRIXINENSIS / ANNO EOD(EM)",2,eingetieft,,,"Grabplatte mit Wappen in ovaler Kartusche, mittig im obersten Bereich. Der gesamte Stein ist in 23 Zeilen beschrieben und weist außer dem Wappen nur mittig unten ein einfaches Ornament auf.","Die Schrift weist im wesentlichen zwei unterschiedliche Buchstabenhöhen aus, unterschieden ist also zwischen einer ""Normal-"" und einer ""Auszeichnungsschrift"" (letztere in den Zeilen 10, 19 und 21, Buchstabenhöhe hier 60-62 mm); die Unterscheidung aber folgt keiner erkennbaren Logik. Daneben gibt es als dritte Schrifthöhe noch jener der hochgestellten Buchstaben, die sich auf ca. 14 mm beläuft.
Die Schrift ist sehr regelmäßig und professionell gearbeitet. 
Die Worttrennzeichen sind als Doppelpunkte gearbeitet, als Satzzeichen finden sich Strichpunkte und Punkte. Bei Worttrennung am Zeilenende sind keine Trennzeichen erkennbar.

1) ""I"" normalerweise in der ""Normalschrift"" mit, in der ""Auszeichnungsschrift"" ohne Punkt
2) ""E"" jeweils mit verkürztem Mittelbalken
3) ""A"" jeweils mit geknicktem Mittelbalken
4) ""R"" immer mit geschwungener und weit ausgestellter Cauda",Renaissance-Kapitalis
19,,2011-07-22,17. 10. 1443,Brixen,Dombezirk,Dom Mariä Himmelfahrt,"Domvorhalle, Südwand","Dom Mariä Himmelfahrt, Langschiff Mitte, vor Hauptaltar, Bodenplatte",Grabinschrift,Grabplatte; Bodenplatte;,2160,935-950,88,92,77-81,89-100,"Ratschingser Marmor, weiss",Stein auf halber Höhe durchgebrochen und wieder zusammengefügt; insgesamt stark abgetreten,teilweise geschwärzt,"<p>Anno d(omi)ni mcccc xliii &middot; x vii /die<sup>1</sup> mens(is) &middot;&nbsp;<span style=""background-color: #ffff00;""><span style=""background-color: #ffff00;""><span style=""background-color: #ffffff;"">dece[mbr]is &middot; o(biit)&nbsp;&middot; Revere(n)d(us) i(n) chr(ist)o p(ate)r&nbsp;&middot; et d(omi)n(u)s .&nbsp;</span><span style=""background-color: #ffff00;""><span style=""background-color: #ffffff;"">d(omi)n(u)s Georgius . ep(iscop)us / prix(inensis). q(ui) bene rexit a<span style=""text-decoration: underline;"">nn</span>(is) / vi [mensi<span style=""background-color: #ffff00;""><span style=""background-color: #ffffff;"">bus ii in] ecc(lesi)<span style=""text-decoration: underline;"">ae</span> . <span style=""text-decoration: underline;"">ae</span>difici(i)s . et . ornamenti(s) . augmentavit</span></span> <br /></span></span></span></span></p>",Georgius de Stubai; Georg von Stubai;,Bischof von Brixen; Episcopus Brixinensis,,"Mon. I, S. 8, Nr. 15",ANNO . DOMINI . M. CCCC. XLIII. XVII. DIE . MENSIS . DECEMBRIS . OBIIT . RE-/VERENDISSIMVS . IN . XPO . PATER . ET . DOMINVS . DOMINVS . GEORGIVS . / EPISCOPVS . BRIXINENSIS . QVI . BENE . REXIT . ANNIS . VI. MESIBVS . II. / ECCLESIAM . IN . ÆDIFICIIS . ET . ORNAMENTIS . ARGVMENTAVIT.,"Weingartner, Kunstdenkmäler II, S. 57, Nr. 7",anno dni mccccxliii xvii die mens decris o revere d i. x pr et dns dns georgius epus prix q bene rexit anis vi mensibus ii eccam edificis et ornamenti augumentavit.,!!!Im 19. bzw. Anfang des 20. Jh.s mit Reschs Vorlage nachgemalen!!!,"Laut Resch lag die Platte am Boden, weswegen sie auch sehr abgetreten ist. 
","Zur Biographie vgl.  Josef Gelmi, Die Brixner Bischöfe in der Geschichte Tirols, Bozen 1984, 97.",2011-10-24 10:02:12,2017-03-28 14:19:38,1,,Anno d(omi)ni mcccc xliii · x vii /die1 mens(is) · dece[mbr]is · o(biit) · Revere(n)d(us) i(n) chr(ist)o p(ate)r · et d(omi)n(u)s . d(omi)n(u)s Georgius . ep(iscop)us / prix(inensis). q(ui) bene rexit ann(is) / vi [mensibus ii in] ecc(lesi)ae . aedifici(i)s . et . ornamenti(s) . augmentavit ,3,kaum vertieft,Bischof; Grabplatte; Bodenplatte; Bischofsgrab; ,"!!!Restaurierungsphase wie andere, schwarze Farbe, nach Resch nachgemalt","Stark abgetretene Grabplatte des Bischofs Georg von Stubai mit Umschrift, welche über die gesamte Länge ausgedehnt ist. In der Mitte der Grabplatte befinden sich das Brixner Wappen mit Lamm und den Bischofsinsignien (Bischofsstab und Mitra) vor einem Vorhangrelief.","Gotische Minuskel, untere Bögen sehr geschwungen und mit Zierstrichen versehen, welche teils ohne Vorlage nachgemalen wurden.  Jeder Buchstabe wurde in der Mitte der Schäfte mit einer vertieften Linie versehen, dies stammt wohl eher aus späterer Zeit.

1) Der Balken zu einem steil rechtsschräg verlaufenden Strich reduziert, unten nach rechts umgebogen.
",Gotische Minuskel
20,,2011-07-22,28. 02. 1450,Brixen,Dombezirk,Dom Mariä Himmelfahrt,"Domvorhalle, Südwand","Dom Mariä Himmelfahrt, Langschiff Mitte, vor Hauptaltar, Bodenplatte ",Grabinschrift,,2074-2084,940-960,,86,97-107,80-90,"Ratschingser Marmor, weiss",schlecht,teilweise geschwärzt,<p>an(n)o<sup>1</sup> do(m)ini m cccc l / vltima die mens(is) &middot; februarij obiit Revere(n)d(us) i(n) x(po) p(ate)r / d(omi)n(u)s Johannes de / Salina huj(us) Eccl(es)ie Ep(iscop)us cui(us) a(n)i(m)a req(u)iescat in pace.</p>,Johannes V. Röttel; Johannes de Salina;,Bischof von Brixen; Episcopus Brixinensis;,,"Mon. I, S. 8, Nr. 16",ANNO . DOMINI . M. CCCC. L. VLTIMA . DIE . MENSIS . FEBRVARII . OBIIT . RE-/VERENDVS . IN . XPO . PATER . DOMINVS . JOHANNES . DE . SALINA . HV-/JVS . ECCLESIÆ . EPISCOPVS . CVJVS . ANIMA . REQVUIESCAT . IN . PACE.,"Weingartner, Kunstdenkmäler II, S. 57, Nr. 8",ano doini mccccl ultima die mens februarii obiit revered i xpo pr dns iohannes de salina huj ecclie epus cuj aia requiescat in pace.,"Im 19. bzw. Anfang des 20. Jh.s mit Reschs Vorlage nachgemalen!!!könnte auch ""Aufsatz"" sein?","Grafitti mit Personenbestimmung: ""Johan(nes) V. Röttel von Hallein +1450"", vermutlich aus der Zeit der schwarzen Bemalung.","Zur Biographie vgl.  Josef Gelmi, Die Brixner Bischöfe in der Geschichte Tirols, Bozen: Athesia, 1984, 98.",2011-11-22 11:07:22,2017-03-28 14:19:38,1,,an(n)o1 do(m)ini m cccc l / vltima die mens(is) · februarij obiit Revere(n)d(us) i(n) x(po) p(ate)r / d(omi)n(u)s Johannes de / Salina huj(us) Eccl(es)ie Ep(iscop)us cui(us) a(n)i(m)a req(u)iescat in pace.,3,kaum vertieft,Bischof; Grabplatte; Bodenplatte; Bischofsgrab;,"!!!Restaurierungsphase wie andere, schwarze Farbe, nach Resch nachgemalt","Stark abgetretene Grabplatte des Bischofs Johannes V. Röttel (oder Johannes de Salina) mit Umschrift, ohne figürliche Darstellungen bzw. einem Relief.","Es handelt sich hierbei um eine kaum vertiefte gotische Minuskel, die vermutlich im 19. Jahrhundert mit schwarzer Farbe nachgemalt worden ist. Laut Resch lag sie am Boden, weswegen sie auch sehr abgetreten ist. Jeder Buchstabe wurde in der Mitte der Schäfte mit einer vertieften Linie versehen, die des Öfteren ausgemalt wurde; Dies stammt wohl eher aus späterer Zeit.
Die Form des Minuskel-d gestaltet sich in großteils der Inschrift äußerst speziell: eher dem a ähnelnd, wird der obere Schaft waagrecht linksrichtend gebrochen, der Bogen hingegen ist ein einfacher Schaft ohne Verbindung zum restlichen Buchstaben.

1) Das a von anno ist zwar in Minuskelform, jedoch durch die Vergrößerung als Majuskel zu lesen. Resch transkribiert ungewöhnlicherweise den gesamten Text in Majuskel.


",Gotische Minuskel
21,,0000-00-00,,,,,,,,,,,,,,,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-11-24 11:30:17,0000-00-00 00:00:00,-1,,,0,,,,,,
22,,0000-00-00,,,,,,,,,,,,,,,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-11-24 12:29:23,0000-00-00 00:00:00,-1,,,0,,,,,,
23,,0000-00-00,,,,,,,,,,,,,,,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-11-24 15:25:46,0000-00-00 00:00:00,-1,,,0,,,,,,
24,,2011-07-22,10. 01. 1613,Brixen,Dombezirk,Dom Mariä Himmelfahrt,"Domvorhalle, Südwand","Dom Mariä Himmelfahrt, Langschiff Mitte, vor Hauptaltar, Bodenplatte (vgl. Resch!!!)",Grabinschrift,Grabplatte; Bodenplatte;,1912-1920,985-1010,53-60,,,,"Ratschingser Marmor, weiss",befriedigend,teilweise geschwärzt,<p>CHRISTOPHORVS ANDR[EAS] / EX BARONIBVS A SPAVR / [V]ALER &middot; AB EPISCOP[VS] / GVRCENSI ADHV[NC] // BRIXINENSEM TRANSLA/TVS VIXIT &middot; ANNOS &middot; LXX / EPISCOPVS XXXX OBII[T] / DIE X &middot; IAN(VARII) MDCXIII</p>,Christophorvs Andreas a Spaur Valer; Christoph Andreas von Spaur;,Episcopus Gurcensis; Fürstbischof von Gurk;,,"Mon. I, S. 9, Nr. 21",CHRISTIPHORVS ANDREAS / EX BARONIBVS / A SPAVR ET / VALER • AB EPISCOPATV / GVRCENSI / ADHVNC BRIXINENSEM / TRANSLATVS. VIXIT ANNOS / LXX. EPISCOPVS XXXX. OBIIT / PIE X. IANVARII M.DC. XIII.,,,,,"Zur Biographie vgl.  Josef Gelmi, Die Brixner Bischöfe in der Geschichte Tirols, Bozen: Athesia, 1984, 142.",2011-11-28 10:47:47,2017-03-28 14:19:38,1,,CHRISTOPHORVS ANDR[EAS] / EX BARONIBVS A SPAVR / [V]ALER · AB EPISCOP[VS] / GVRCENSI ADHV[NC] // BRIXINENSEM TRANSLA/TVS VIXIT · ANNOS · LXX / EPISCOPVS XXXX OBII[T] / DIE X · IAN(VARII) MDCXIII,2,kaum vertieft,Bischof; Grabplatte; Bodenplatte; Bischofsgrab;,"!!!Restaurierungsphase wie andere, schwarze Farbe, nach Resch nachgemalt","Die Bodenplatte ist stark abgetreten. Die Schrift ist von oben nach unten geschrieben und wird von einem Wappen durchbrochen, das als Helmzier Mitra und Bischofstab trägt. Beim Wappen selbst handelt es sich um dem der Spaur und Valer in Feld 2 und 3, in Feld 1 und 4 befindet sich das Brixner Lamm. ","Die Schrift ähnelt sehr einer scriptura quadrata und ist (vermutlich nach Dürer) konstruiert. Es handelt sich um eine sehr breite Kapitalis, wobei die rechten Schrägbalken bzw. Bögen stark verdickt sind und somit eine große Betonung auf Haar- und Schattenstriche besteht. Allerdings sind einige Buchstaben davon nicht betroffen, wie etwa T, C, P. Der Buchstabe H ist mit einem Hocker versehen, ansonsten ist die Schrift sehr ausgewogen und gleichmäßig. Die Cauda des G ist ungewöhnlich kurz
Die letzte Zeile (Datierung) ist im Gegensatz zur restlichen Inschrift 32 mm hoch.
Wie bei etwaigen anderen Bischofsinschriften - auch wenn sich es hierbei um einen Bischof aus Gurk handelt, der transloziert wurde - weisen die Buchstaben jeweils eine geritzte Linie auf. 
Auch hier wurde im 19. bzw. 20. Jahrhundert eine Art Restauration vorgenommen, weswegen einige Buchstaben Rückstände schwarzer Farbe aufweisen.
","Kapitalis, 17. Jh."
25,,2011-06-18,1483,Brixen,Dombezirk,Alter Friedhof,Mitte Alter Friedhof,,Datierung;,Totenleuchte,650-700,240,,,,,"Ratschingser Marmor, weiss",sehr gut,,<p>1483<sup>1</sup></p>,,,,,,,,,,,2011-12-06 16:02:03,2017-03-28 14:19:38,1,,14831,3,eingetieft,Totenleuchte; Lampe; ,,"Mitten auf dem Platz zwischen Pfarr- und Domkirche befindet sich ein bildstöckelähnlicher Bau mit eingemeißelter Jahreszahl. Es besteht aus einem viereckigen Sockel aus Brixner Granit, achteckiger, oben und unten ins Viereck übergehender Schaft mit Ring aus Marmor. Am Aufsatz auf drei Seiten gibt es Spitzbögen, auf der vierten eine kreisförmige und eine viereckige Öffnung, letztere zum Anzünden und Einstellen des Lichtes. Abgerundet wird die Leuchte mit einer achteckige Spitzpyramide. ","Die 4 ist schlingenförmig und besteht aus einem Bogen mit sich überkreuzenden Enden; Die ""3"" ist rund, der untere Bogen nach rechts umgebogen.",Arabische Ziffern
26,,0000-00-00,,,,,,,,,,,,,,,,,,Neuer ungespeicherter Eintrag,,,,,,,,,,,2011-12-06 17:10:23,0000-00-00 00:00:00,-1,,,0,,,,,,
